movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
565	0104029	11655	Cronos	1993	Guillermo del Toro	Federico Luppi, Ron Perlman, Claudio Brook, Margarita Isabel	Horror	Spanish, English	Mexico	A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.
567	0107315	8223	Kika	1993	Pedro Almodóvar	Verónica Forqué, Peter Coyote, Victoria Abril, Àlex Casanovas	Comedy	Spanish	Spain, France	Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and...
568	0106408	14587	Bhaji on the Beach	1993	Gurinder Chadha	Kim Vithana, Jimmi Harkishin, Sarita Khajuria, Akbar Kurtha	Comedy, Drama	English, Panjabi	UK	A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The women vary in ages from mid-teens to old, and initially ...
569	0110363	31504	Little Big League	1994	Andrew Scheinman	Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow	Comedy, Family, Sport	English	USA	A young boy is bequeathed the ownership of a professional baseball team.
571	0111709	53185	Wide-Eyed and Legless	1993	Richard Loncraine	Julie Walters, Jim Broadbent, Thora Hird, Sian Thomas	Comedy, Crime, Drama	English	UK, USA	The movie chronicles the struggles of Deric and Diana Longden, a happily married couple who try to cope with Diana's inexplicable degenerative disease which causes occasional paralysis of ...
573	0107225	23637	Ciao, Professore!	1992	Lina Wertmüller	Paolo Villaggio, Isa Danieli, Gigio Morra, Sergio Solli	Comedy	Italian	Italy	Marco Sperelli is a teacher, he is divorced and he is sent to work in Corzano, a town near Naples. The first day of work he finds in the school only the school-caretaker and few girls and ...
574	0111252	17600	Spanking the Monkey	1994	David O. Russell	Jeremy Davies, Elizabeth Newett, Benjamin Hendrickson, Alberta Watson	Comedy, Drama	English	USA	Raymond Aibelli is a promising medical student ready to begin a prestigious summer internship. But Susan, his mother, is immobilized by a broken leg, and his father Tom, a travelling ...
575	0110366	10897	The Little Rascals	1994	Penelope Spheeris	Travis Tedford, Kevin Jamal Woods, Jordan Warkol, Zachary Mabry	Comedy, Family, Romance	English	USA	Alfalfa is wooing Darla and his "He-Man-Woman-Hating" friends attempt to sabotage the relationship.
577	0109120	21352	Andre	1994	George Miller	Tina Majorino, Chelsea Field, Shane Meier, Aidan Pendleton	Adventure, Drama, Family	English	USA	The true story of how a marine sea lion named Andre befriended a little girl and her family, circa 1962.
580	0110892	37345	Princess Caraboo	1994	Michael Austin	Jim Broadbent, Phoebe Cates, Wendy Hughes, Kevin Kline	Comedy, Drama, History	English	UK, USA	Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it ...
581	0112651	32562	The Celluloid Closet	1995	Rob Epstein, Jeffrey Friedman	Lily Tomlin, Tony Curtis, Susie Bright, Arthur Laurents	Documentary, History	English	France, UK, Germany, USA	A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.
582	0107642	47507	Café au lait	1993	Mathieu Kassovitz	Julie Mauduech, Hubert Koundé, Mathieu Kassovitz, Vincent Cassel	Comedy, Romance	French	France, Belgium	Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race...
585	0112572	9066	The Brady Bunch Movie	1995	Betty Thomas	Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes	Comedy	English	USA	The original '70s T.V. family is now placed in the 1990s, where they're even more square and out of place than ever.
586	0099785	771	Home Alone	1990	Chris Columbus	Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard	Comedy, Family	English	USA	An 8-year old troublemaker must protect his home from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
587	0099653	251	Ghost	1990	Jerry Zucker	Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn	Drama, Fantasy, Romance	English	USA	After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.
588	0103639	812	Aladdin	1992	Ron Clements, John Musker	Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman	Animation, Adventure, Comedy	English	USA	When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her.
589	0103064	280	Terminator 2: Judgment Day	1991	James Cameron	Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick	Action, Sci-Fi, Thriller	English, Spanish	USA, France	A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her young son, John Connor, from a more advanced cyborg, made out of liquid metal.
590	0099348	581	Dances with Wolves	1990	Kevin Costner	Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant	Adventure, Drama, Western	English, Sioux, Pawnee	USA, UK	Lt. John Dunbar, exiled to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.
592	0096895	268	Batman	1989	Tim Burton	Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl	Action, Adventure	English, French	USA, UK	The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.
593	0102926	274	The Silence of the Lambs	1991	Jonathan Demme	Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz	Crime, Drama, Thriller	English	USA	A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.
594	0029583	408	Snow White and the Seven Dwarfs	1937	William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen	Roy Atwell, Stuart Buchanan, Adriana Caselotti, Hall Johnson Choir	Animation, Family, Fantasy	English	USA	Snow White, pursued by a jealous queen, hides with the Dwarfs; the queen soon learns of this and prepares to feed her a poison apple.
595	0101414	10020	Beauty and the Beast	1991	Gary Trousdale, Kirk Wise	Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury	Animation, Family, Fantasy	English, French	USA	Belle, whose father is imprisoned by the Beast, offers herself instead, unaware her captor to be an enchanted prince.
596	0032910	10895	Pinocchio	1940	Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen	Mel Blanc, Don Brodie, Walter Catlett, Marion Darlington	Animation, Family, Fantasy	English	USA	A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.
597	0100405	114	Pretty Woman	1990	Garry Marshall	Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander	Comedy, Romance	English	USA	A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.
599	0065214	576	The Wild Bunch	1969	Sam Peckinpah	William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien	Action, Adventure, Western	English, Spanish, German	USA	An aging group of outlaws look for one last big score as the "traditional" American West is disappearing around them.
600	0110395	15477	Love and a .45	1994	C.M. Talkington	Gil Bellows, Renée Zellweger, Rory Cochrane, Jeffrey Combs	Crime, Thriller	English	USA	Watty has made a living out of robbing convenience stores, but after one of these job turned into murder by his partner, the psychopath Billy Mack, he is on the run with his fiancé Starlene...
603	0112606	30528	Bye Bye Love	1995	Sam Weisman	Matthew Modine, Randy Quaid, Paul Reiser, Janeane Garofalo	Comedy	English	USA	This is a story about the breakup of the family. In particular, it focuses on the lifestyle of three divorced men. The film is presented from their perspective and it reveals their ...
605	0117247	7300	One Fine Day	1996	Michael Hoffman	Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz	Comedy, Drama, Romance	English, Spanish	USA	Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left ...
606	0112625	10824	Candyman: Farewell to the Flesh	1995	Bill Condon	Tony Todd, Kelly Rowan, William O'Leary, Bill Nunn	Horror	English	USA, UK	The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.
608	0116282	275	Fargo	1996	Joel Coen, Ethan Coen	William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd	Crime, Drama, Thriller	English	USA, UK	Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
609	0116552	25059	Homeward Bound II: Lost in San Francisco	1996	David R. Ellis	Michael J. Fox, Sally Field, Ralph Waite, Al Michaels	Adventure, Comedy, Family	English	USA	Shadow, Sassy, and Chance have to find their way home after they become stranded at the San Francisco International Airport as their owners fly to Canada on vacation.
610	0082509	11827	Heavy Metal	1981	Gerald Potterton	Don Francks, Caroline Semple, Richard Romanus, Susan Roman	Animation, Adventure, Fantasy	English	Canada	A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.
611	0116514	8766	Hellraiser: Bloodline	1996	Kevin Yagher	Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton	Horror, Sci-Fi	English	USA	In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.
612	0117283	23570	The Pallbearer	1996	Matt Reeves	David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette	Comedy, Romance	English	USA	A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.
613	0116684	47333	Jane Eyre	1996	Franco Zeffirelli	Anna Paquin, Nic Knight, Nicola Howard, Sasha Graff	Drama, Romance	English, French	France, Italy, UK, USA	Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks ...
614	0110374	54850	Bloody Weekend	1994	Anna Campion	Oliver Milburn, Dearbhla Molloy, Danny Cunningham, Catherine McCormack	Drama, Thriller, Mystery	English	New Zealand, UK	Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, ...
615	0070506	51242	Bread and Chocolate	1974	Franco Brusati	Nino Manfredi, Paolo Turco, Ugo D'Alessio, Tano Cimarosa	Comedy, Drama	Italian, German, English, French, Greek, Spanish	Italy	Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his ...
616	0065421	10112	The AristoCats	1970	Wolfgang Reitherman	Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers	Animation, Adventure, Comedy	English	USA	With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.
617	0113083	4307	The Flower of My Secret	1995	Pedro Almodóvar	Marisa Paredes, Juan Echanove, Carme Elias, Rossy de Palma	Drama	Spanish, French	Spain, France	Leo Macias writes sentimental novels with great success but hidden under a pseudonym, Amanda Gris. She is unhappy with her professional life and with her husband, a soldier working in ...
619	0116165	32308	Ed	1996	Bill Couturié	Matt LeBlanc, Gene Ross, Paul Hewitt, Sage Allen	Comedy, Family, Sport	English	USA	A trained chimpanzee plays third base for a minor-league baseball team.
620	0102855	88893	Scream of Stone	1991	Werner Herzog	Vittorio Mezzogiorno, Stefan Glowacz, Mathilda May, Al Waxman	Drama	English, Spanish	Germany, France, Canada, Italy, Argentina	Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.
621	0107471	52873	My Favorite Season	1993	André Téchiné	Catherine Deneuve, Daniel Auteuil, Marthe Villalonga, Jean-Pierre Bouvier	Drama, Romance	French	France	Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites ...
626	0117891	28121	A Thin Line Between Love and Hate	1996	Martin Lawrence	Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown	Comedy, Crime, Drama	English	USA	An observable, fast-talking party man Darnell Wright, gets his punishment when one of his conquests takes it personally and comes back for revenge in this 'Fatal Attraction'-esque comic ...
627	0113613	12520	The Last Supper	1995	Stacy Title	Cameron Diaz, Ron Eldard, Annabeth Gish, Jonathan Penner	Comedy, Crime, Drama	English	USA	A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.
628	0117381	1592	Primal Fear	1996	Gregory Hoblit	Richard Gere, Laura Linney, John Mahoney, Alfre Woodard	Crime, Drama, Mystery	English, Spanish	USA	An altar boy is accused of murdering a priest, and the truth is buried several layers deep.
630	0115837	36447	Carried Away	1996	Bruno Barreto	Dennis Hopper, Amy Irving, Amy Locane, Julie Harris	Drama, Romance	English	USA	Joseph Svenden is a middle-aged schoolteacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, ...
631	0115509	19042	All Dogs Go to Heaven 2	1996	Larry Leker, Paul Sabella	Bebe Neuwirth, Ernest Borgnine, Charlie Sheen, Hamilton Camp	Animation, Adventure, Family	English	USA	Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.
632	0114671	38884	Land and Freedom	1995	Ken Loach	Ian Hart, Rosana Pastor, Icíar Bollaín, Tom Gilroy	Drama, War	English, Spanish, Catalan	UK, Spain, Germany, Italy, France	Spring 1936, a young unemployed communist, David, leaves his hometown Liverpool to join the fight against fascism in Spain. He joins an international group of Militia-men and women, the ...
633	0112844	47449	Denise Calls Up	1995	Hal Salwen	Tim Daly, Caroleen Feeney, Dan Gunther, Dana Wheeler-Nicholson	Comedy	English	USA	A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by ...
635	0116275	41852	A Family Thing	1996	Richard Pearce	Robert Duvall, James Earl Jones, Michael Beach, Irma P. Hall	Comedy, Drama	English	USA	Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining ...
637	0117608	9099	Sgt. Bilko	1996	Jonathan Lynn	Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly	Comedy	English	USA	Sgt. Bilko is in charge of the Motor Pool at an Army base. He's also a good-natured con man, providing gambling facilities for the soldiers on base. When an old enemy from his past shows up...
638	0113448	2021	Jack & Sarah	1995	Tim Sullivan	Richard E. Grant, Samantha Mathis, Judi Dench, Eileen Atkins	Comedy, Drama, Romance	English	France, UK	A young American woman becomes a nanny in the home of a recent British widower.
639	0116414	61752	Girl 6	1996	Spike Lee	Theresa Randle, Isaiah Washington, Spike Lee, Jenifer Lewis	Comedy, Drama	English	USA	This Spike Lee film examines the life of an aspiring actress in New York. She is upset by the treatment of women in the movie industry during one of her screen tests with 'QT'. Out of work ...
640	0116095	10988	Diabolique	1996	Jeremiah S. Chechik	Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates	Drama, Horror, Thriller	English, Spanish	USA	The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.
647	0115956	10684	Courage Under Fire	1996	Edward Zwick	Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty	Action, Drama, Mystery	English, Arabic	USA	A US Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.
648	0117060	954	Mission: Impossible	1996	Brian De Palma	Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny	Action, Adventure, Thriller	English, French, Czech	USA	An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.
650	0117071	18989	Moll Flanders	1996	Pen Densham	Robin Wright, Morgan Freeman, Stockard Channing, John Lynch	Drama, Romance	English	USA	The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, ...
651	0117788	10801	Das Superweib	1996	Sönke Wortmann	Esther Schweins, Til Schweiger, Maren Kroymann, Richy Müller	Comedy	German	Germany	Franziska is kind of a romantic woman with two children and a husband who is working around the globe as a movie director. When she wants to buy a flat some day she gets in contact with ...
653	0116136	8840	DragonHeart	1996	Rob Cohen	Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer	Action, Adventure, Fantasy	English	USA	The last dragon and a disillusioned dragonslaying knight must cooperate to stop an evil king who was given partial immortality.
656	0116168	11107	Eddie	1996	Steve Rash	Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins	Comedy, Sport	English, Russian	USA	Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, "Wild Bill" ...
659	0054189	10363	Purple Noon	1960	René Clément	Alain Delon, Maurice Ronet, Marie Laforêt, Erno Crisa	Crime, Drama, Thriller	French, Italian, English	France, Italy	Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.
661	0116683	10539	James and the Giant Peach	1996	Henry Selick	Simon Callow, Richard Dreyfuss, Jane Leeves, Joanna Lumley	Animation, Adventure, Family	English	UK, USA	An orphan, who lives with his two cruel aunts, befriends human-like bugs who live inside a giant peach, and they embark on a journey to New York City.
662	0116287	10543	Fear	1996	James Foley	Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman	Drama, Thriller	English	USA	When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.
663	0116768	18414	Kids in the Hall: Brain Candy	1996	Kelly Makin	Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney	Comedy	English	Canada, USA	A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.
664	0116269	47502	Faithful	1996	Paul Mazursky	Cher, Chazz Palminteri, Ryan O'Neal, Paul Mazursky	Comedy, Crime, Drama	English	USA	A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.
665	0114787	11902	Underground	1995	Emir Kusturica	Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac	Comedy, Drama, War	Serbian, German, French, English, Russian	Federal Republic of Yugoslavia, France, Germany, Bulgaria, Czech Republic, Hungary	The story follows an underground weapons manufacturer in Belgrade during WWII and evolves into fairly surreal situations. A black marketeer who smuggles the weapons to partisans doesn't ...
667	0112536	25087	Bloodsport 2	1996	Alan Mehrez	Daniel Bernhardt, Pat Morita, Donald Gibb, James Hong	Action, Sport	English	USA	After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. Especially one of the guards, Demien, ...
668	0048473	5801	Pather Panchali	1955	Satyajit Ray	Kanu Bannerjee, Karuna Bannerjee, Chunibala Devi, Uma Das Gupta	Drama	Bengali	India	Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.
670	0052572	896	The World of Apu	1959	Satyajit Ray	Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee	Drama	Bengali, English	India	This final installment in Satyajit Ray's Apu Trilogy, follows Apu's life as an orphaned adult aspiring to be a writer as he lives through poverty, and the unforeseen turn of events.
671	0117128	3065	Mystery Science Theater 3000: The Movie	1996	Jim Mallon	Trace Beaulieu, Michael J. Nelson, Jim Mallon, Kevin Murphy	Comedy, Sci-Fi	English	USA	Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).
673	0117705	2300	Space Jam	1996	Joe Pytka	Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington	Animation, Adventure, Comedy	English	USA	Michael Jordan agrees to help the Looney Tunes play a basketball game vs. alien slavers to determine their freedom.
674	0062711	8069	Barbarella	1968	Roger Vadim	Jane Fonda, John Phillip Law, Anita Pallenberg, Milo O'Shea	Adventure, Comedy, Fantasy	English	France, Italy	In the distant future, a highly sexual woman is assigned with finding and stopping the evil Durand-Durand. Along the way, she encounters various unusual people.
678	0108181	27768	Some Folks Call It a Sling Blade	1994	George Hickenlooper	Billy Bob Thornton, Molly Ringwald, J.T. Walsh, Jefferson Mays	Short, Drama, Thriller	English	USA	Twenty-five years after commiting a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and after some...
679	0114307	221917	The Run of the Country	1995	Peter Yates	Albert Finney, Matt Keeslar, Victoria Smurfit, Anthony Brophy	Drama, Romance	English	Ireland, USA	In a small village on the border of Northern Ireland and The Republic of Ireland, the relationship between a short tempered policeman and his rebellious son becomes even more strenuous when the young man falls for a "wrong" girl.
680	0058898	8072	Alphaville	1965	Jean-Luc Godard	Eddie Constantine, Anna Karina, Akim Tamiroff	Drama, Mystery, Sci-Fi	French	France, Italy	A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.
681	0082206	35797	Coup de torchon	1981	Bertrand Tavernier	Philippe Noiret, Isabelle Huppert, Jean-Pierre Marielle, Stéphane Audran	Comedy, Crime, Drama	French, English	France	1938, in a French african colony. Lucien Cordier is the cop of this village, populated with blacks and a few whites (usually racialist and lustful). He is a washout, everyone (including his...
685	0113443	33245	It's My Party	1996	Randal Kleiser	Margaret Cho, Bruce Davison, Lee Grant, Devon Gummersall	Drama	English	USA	"You won't leave me, will you?" Nick asks Brandon shortly after revealing to him the results of his last blood test for HIV. "I don't want to die alone." In spite of Brandon's protestations...
687	0109491	124460	Country Life	1994	Michael Blakemore	Sam Neill, Greta Scacchi, John Hargreaves, Kerry Fox	Drama, Romance	English	Australia	Adaptation of Chekhov's "Uncle Vanya" set in rural Australia in the 1920's. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly ...
688	0114048	27281	Operation Dumbo Drop	1995	Simon Wincer	Danny Glover, Ray Liotta, Denis Leary, Doug E. Doug	Action, Adventure, Comedy	English, Vietnamese	USA	To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.
690	0111613	105045	Das Versprechen	1995	Margarethe von Trotta	Meret Becker, Corinna Harfouch, Anian Zollner, August Zirner	Romance, Drama	German	Germany, France, Switzerland	East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, ...
691	0117104	40001	Mrs. Winterbourne	1996	Richard Benjamin	Shirley MacLaine, Ricki Lake, Brendan Fraser, Miguel Sandoval	Comedy, Drama, Romance	English	USA	Connie Doyle is eighteen and pregnant when her boyfriend kicks her out. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The ...
692	0117688	29621	Solo	1996	Norberto Barba	Mario Van Peebles, Barry Corbin, William Sadler, Jaime Gomez	Action, Sci-Fi, Thriller	English, Spanish	Mexico, USA	Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain ...
694	0117774	20762	The Substitute	1996	Robert Mandel	Tom Berenger, Raymond Cruz, William Forsythe, Luis Guzmán	Action, Crime, Drama	English	USA	After a botched mission in Cuba, professional mercenary Shale and his crew Joey Six, Hollan, Rem, and Wellman head home to Miami, Florida, where Shale is reunited with his fiance Jane ...
695	0114736	37144	True Crime	1995	Pat Verducci	Alicia Silverstone, Kevin Dillon, Bill Nunn, Michael Bowen	Crime, Drama, Mystery	English	USA	Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which ...
696	0112604	48260	Butterfly Kiss	1995	Michael Winterbottom	Amanda Plummer, Kathy Jamieson, Saskia Reeves, Des McAleer	Comedy, Drama, Romance	English	UK	Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the ...
697	0116289	12656	Feeling Minnesota	1996	Steven Baigelman	Keanu Reeves, Cameron Diaz, Vincent D'Onofrio, Delroy Lindo	Comedy, Crime, Drama	English	USA	An ex-convict and his bumbling crook brother fight for the same woman.
698	0109593	38867	Delta of Venus	1995	Zalman King	Audie England, Costas Mandylor, Eric Da Silva, Raven Snow	Drama	English	USA	A struggling American writer (England) and a fellow American expatriate (Mandylor) begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.
700	0112368	25969	Angus	1995	Patrick Read Johnson	Perry Anzilotti, Kathy Bates, Robert Curtis Brown, Kevin Connolly	Comedy, Drama	English	USA, UK, Germany, France	A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.
702	0062952	753	Faces	1968	John Cassavetes	John Marley, Gena Rowlands, Lynn Carlin, Fred Draper	Drama	English	USA	An old married man leaves his wife for a younger woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.
703	0115742	43634	Boys	1996	Stacy Cochran	Winona Ryder, Lukas Haas, John C. Reilly, James Le Gros	Mystery, Drama, Romance	English, Spanish	USA	Patty Vare falls off a horse and is found unconscious by preparatory school student John Baker. He takes her to his dormitory. As he quickly discovers, she is hiding from something. For ...
704	0117420	9103	The Quest	1996	Jean-Claude Van Damme	Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn	Action, Adventure, Thriller	English	USA, Canada	Chris embarks on an odyssey of self-discovery that spans the globe. Kidnapped and enslaved by gun smugglers, sold by pirates and thrust into the murky underworld of gambling and kickboxing,...
705	0115951	90214	Cosi	1996	Mark Joffe	Ben Mendelsohn, Barry Otto, Toni Collette, Rachel Griffiths	Comedy, Drama, Music	English	Australia	Lewis is a young Sydney amateur theater director at his first experience: he is offered a job with a Governmental program for the rehabilitation of mentally ill patients in a Sydney ...
707	0117107	10990	Mulholland Falls	1996	Lee Tamahori	Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen	Crime, Drama, Mystery	English	USA	In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.
708	0117979	8866	The Truth About Cats & Dogs	1996	Michael Lehmann	Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx	Comedy, Romance	English	USA	A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.
709	0095776	12233	Oliver & Company	1988	George Scribner	Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan	Animation, Adventure, Comedy	English	USA	A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York.
710	0115851	23449	Celtic Pride	1996	Tom DeCerchio	Damon Wayans, Daniel Stern, Dan Aykroyd, Gail O'Grady	Comedy, Sport	English	USA	Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.
711	0116322	36355	Flipper	1996	Alan Shapiro	Elijah Wood, Paul Hogan, Jonathan Banks, Robert Deacon	Family, Adventure	English	USA	Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until ...
714	0112817	922	Dead Man	1995	Jim Jarmusch	Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen	Drama, Fantasy, Western	English, Cree	USA, Germany, Japan	On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.
715	0113362	11876	The Horseman on the Roof	1995	Jean-Paul Rappeneau	Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet	Adventure, Drama, Romance	French, Italian	France	In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.
718	0108500	11687	Les visiteurs	1993	Jean-Marie Poiré	Christian Clavier, Jean Reno, Valérie Lemercier, Marie-Anne Chazel	Comedy, Fantasy, Sci-Fi	French, German, English	France	A medieval nobleman and his squire are accidentally transported to contemporary times by a senile sorcerer. He enlists the aid of his descendent to try to find a way to return home, all the...
