'Weird Al' Yankovic
2008
2009
2012
2013
50 Cent
Burt Lancaster
Burt Pugach
Burt Reynolds
Burt Ward
Burt Young
Buster Keaton
Butch Patrick
Buzz Kilman
Byung-hun Lee
Bárbara Goenaga
Béatrice Bonifassi
Béatrice Dalle
Bérénice Bejo
Börje Ahlstedt
C. Aubrey Smith
C. Thomas Howell
C.L. Batten
CCH Pounder
CJ Adams
Cab Calloway
Caerthan Banks
Caio Junqueira
Caitlin Clarke
Caitlyn Rund
Cal Harberts
Caleb Deschanel
Calen Johnson
Callan McAuliffe
Callie Thorne
Callum Keith Rennie
Calvin Green
Calvin Reeder
Cam Clarke
Cam Gigandet
Cameron Bancroft
Cameron Bright
Cameron Carter
Cameron Deane Stewart
Cameron Diaz
Cameron Mitchell
Cameron Richardson
Camilla Belle
Camilla Horn
Camilla Rutherford
Camille Coduri
Camille Keaton
Camille Natta
Camille O'Sullivan
Campbell Brown
Campbell Ping He
Campbell Scott
Candace Evanofski
Candace Hammer
Candace Hilligoss
Candela Fernández
Candela Peña
Candice Bergen
Candice King
Candy Candido
Candy Clark
Cantinflas
Captain Batista
Captain Haggerty
Capucine
Cara Buono
Cara Seymour
Carey Gibson
Carey Lowell
Carey Means
Carey Mulligan
Carey Perloff
Caridad de Laberdesque
Carl Anderson
Carl Benton Reid
Carl Bernstein
Carl Bradshaw
Carl Brandt
Carl Bressler
Carl Ciarfalio
Carl Esmond
Carl Goetz
Carl Lee
Carl Lumbly
Carl Miller
Carl Möhner
Carl Reiner
Carl Sagan
Carl Snell
Carl Weathers
Carla Bianco
Carla Dunlap
Carla Gallo
Carla Gugino
Carla Marlier
Carla Quevedo
Carlin Glynn
Carlinhos Brown
Carlo Battisti
Carlo Buccirosso
Carlo Cecchi
Carlo Sabatini
Carlo Verdone
Carlos Aguilar
Carlos Alazraqui
Carlos Amezcua
Carlos Areces
Carlos Echevarría
Carlos Gallardo
Carlos Gómez
Carlos Montalbán
Carlos Padilla
Carlos Weber
Carly Nahon
Carly Pope
Carly Schroeder
Carme Elias
Carmela Sazio
Carmen Ejogo
Carmen Electra
Carmen Mathews
Carmen Maura
Carmen Molina
Carmen Pelaez
Carmine Appice
Carol 'Do Do' Cheng
Carol Burnett
Carol Channing
Carol Dexter
Carol Florence
Carol Kane
Carol Lynley
Carol Ohmart
Carol Robbins
Carola Neher
Carole Bouquet
Carole Laure
Carole Lombard
Carole Morison
Carolina Bang
Carolina Pelleritti
Caroline Aaron
Caroline Dhavernas
Caroline Ducey
Caroline Goodall
Caroline Kava
Caroline Munro
Caroline Peters
Caroline Pressley
Caroline Semple
Caroline Williams
Carolyn Choa
Carolyn Farina
Carolyn Jones
Carolyn Saxon
Carrie Akre
Carrie Diamond
Carrie Dobro
Carrie Fisher
Carrie Henn
Carrie Mullan
Carrie Snodgress
Carrie-Anne Moss
Carroll Baker
Carroll O'Connor
Carré Otis
Carson Carr
Carter Cabassa
Carter Jenkins
Cary Elwes
Cary Grant
Cary-Hiroyuki Tagawa
Caryn Peterson
Casey Affleck
Casey Carlson
Casey Gooden
Casey Siemaszko
Casey Stevens
Casper Van Dien
Cass Elliot
Cassandra Magrath
Cassandra Scerbo
Catalina Sandino Moreno
Cate Blanchett
Catherine An
Catherine Bégin
Catherine Chevallier
Catherine Demongeot
Catherine Deneuve
Catherine Hicks
Catherine Keener
Catherine Kellner
Catherine Mary Stewart
Catherine McCormack
Catherine O'Hara
Catherine Oxenberg
Catherine Salée
Catherine Schell
Catherine Wilkening
Catherine Zeta-Jones
Cathryn Harrison
Cathy Bonner
Cathy Cavadini
Cathy Downs
Cathy Meils
Cathy Moriarty
Cathy Rosier
Cathy Tyson
Catinca Untaru
Catlin Adams
Cato Sandford
Catriona MacColl
Cayden Boyd
Cecelia Ann Birt
Cecil Kellaway
Cecil Parker
Cecilia Roth
Cecillia Stark
Cedric Hardwicke
Cedric the Entertainer
Celeste Holm
Celia Imrie
Celia Johnson
Cem Yilmaz
Cengiz Daner
Cerina Vincent
Cesar De Sutter
Cesar Romero
Chad Allen
Chad Fifer
Chad Lindberg
Chad Michael Murray
Chad Power
Chad Webber
Chadwick Boseman
Chaim Jeraffi
Chaka Forman
Chanda Sharma
Chandler Canterbury
Chandra Wilson
Chaney Kley
Channing Tatum
Chantal Goya
Chantal Neuwirth
Chao Deng
Charis Michelsen
Charlene Holt
Charles 'Buddy' Rogers
Charles Adam
Charles Adams
Charles Aznavour
Charles Baker
Charles Belcher
Charles Berling
Charles Bickford
Charles Boyer
Charles Braun
Charles Bronson
Charles Chaplin
Charles Cioffi
Charles Coburn
Charles Crumb
Charles Cyphers
Charles Dance
Charles Drake
Charles Durning
Charles Fleischer
Charles Gitonga Maina
Charles Gray
Charles Grodin
Charles Haid
Charles Hallahan
Charles Herbert
Charles Hill Mailes
Charles King
Charles Lathalu Yunipingu
Charles Laughton
Charles Le Clainche
Charles Malik Whitfield
Charles Martin Smith
Charles McDevitt
Charles McGraw
Charles Napier
Charles Nelson Reilly
Charles Paton
Charles Rocket
Charles Ruggles
Charles S. Dutton
Charles Vanel
Charles Winninger
Charley Grapewin
Charli Barcena
Charlie Booty
Charlie Creed-Miles
Charlie Day
Charlie Hunnam
Charlie Korsmo
Charlie McDermott
Charlie Ray
Charlie Rowe
Charlie Saxton
Charlie Sheen
Charlie Tahan
Charlie Watts
Charlie Yeung
Charlize Theron
Charlotte Brittain
Charlotte Chatton
Charlotte Curley
Charlotte Frogner
Charlotte Gainsbourg
Charlotte Greenwood
Charlotte Henry
Charlotte Kerr
Charlotte Le Bon
Charlotte Lewis
Charlotte Marshall-Fricker
Charlotte Rampling
Charlotte Stewart
Charlotte Véry
Charlton Heston
Chase Ellison
Chase Williamson
Chase Wright Vanek
Chauncey Leopardi
Chazz Dominguez
Chazz Palminteri
Cheech Marin
Chelsea Field
Chemeeka Walker
Chen Chang
Cher
Cherami Leigh
Cherie Lunghi
Cherry Jones
Cheryl Hines
Cheryl Ladd
Cheryl Lawson
Cheryl Tiegs
Chester
Chete Lera
Chevy Chase
Chi McBride
Chia Yung Liu
Chia-Hui Liu
Chiara Mastroianni
Chibundu Orukwowu
Chick Ortega
Chico Marx
Chief Dan George
Chieko Baishô
Chieko Higashiyama
Chieko Matsubara
Chien-Lien Wu
Chiharu Niiyama
Chika Sakamoto
Chikage Awashima
Chill Wills
Chingmy Yau
Chintara Sukapatana
Chip Carter
Chip Zien
Chishû Ryû
Chiwetel Ejiofor
Chizuru Ikewaki
Chloe Csengery
Chloe Webb
Chloë Grace Moretz
Chloë Sevigny
Chogyam Trungpa
Chopper Bernet
Chris Albrecht
Chris Ambrose
Chris Barrie
Chris Bauer
Chris Bell
Chris Berman
Chris Botti
Chris Brown
Chris Carmack
Chris Christie
Chris Cooke
Chris Cooper
Chris Diamantopoulos
Chris Doran
Chris Eastman
Chris Eigeman
Chris Elliott
Chris Evans
Chris Farley
Chris Ferreira
Chris Foss
Chris Furrh
Chris Gartin
Chris Graham
Chris Haywood
Chris Hemsworth
Chris Isaak
Chris Kattan
Chris Klein
Chris Lemmon
Chris Lowell
Chris Makepeace
Chris Marquette
Chris Massoglia
Chris Messina
Chris Miller
Chris New
Chris O'Donnell
Chris O'Dowd
Chris O'Neil
Chris Owen
Chris Parker
Chris Pedersen
Chris Penn
Chris Pine
Chris Pontius
Chris Pratt
Chris Riggi
Chris Rock
Chris Sanders
Chris Santos
Chris Sarandon
Chris Spencer
Chris Stack
Chris Stafford
Chris Tucker
Chris Walker
Chris Wylde
Chris Zylka
Christa Denton
Christa Lang
Christian Bale
Christian Baucher
Christian Berkel
Christian Byers
Christian Camargo
Christian Campbell
Christian Clavier
Christian Cooke
Christian Friedel
Christian Kahrmann
Christian Kane
Christian Oliver
Christian Roberts
Christian Slater
Christian Stolte
Christian Ulmen
Christiane Amanpour
Christiane Paul
Christie Brinkley
Christie Clark
Christina Aguilera
Christina Applegate
Christina Becerra
Christina Brucato
Christina Cox
Christina Eleusiniotis
Christina Hendricks
Christina Jastrzembska
Christina Lindberg
Christina Milian
Christina Ricci
Christina Vidal
Christine Amor
Christine Anu
Christine Baranski
Christine Cavanaugh
Christine Dunham
Christine Ebersole
Christine Forrest
Christine Hargreaves
Christine Kaufmann
Christine Lahti
Christine Noonan
Christine Taylor
Christine Tomlinson
Christo Jivkov
Christoph Waltz
Christopher Abbott
Christopher Adamson
Christopher Atkins
Christopher Beiring
Christopher Benjamin
Christopher Bevins
Christopher Campbell
Christopher Carley
Christopher Castile
Christopher Collet
Christopher Connelly
Christopher Curry
Christopher Daniel Barnes
Christopher Denham
Christopher Eccleston
Christopher Evan Welch
Christopher Fitzgerald
Christopher Fulford
Christopher Gora
Christopher Guard
Christopher Guest
Christopher Jones
Christopher Jordan Wallace
Christopher Judge
Christopher Kirby
Christopher Knights
Christopher Kovaleski
Christopher Lambert
Christopher Lee
Christopher Lloyd
Christopher Martin
Christopher McDonald
Christopher Meloni
Christopher Mintz-Plasse
Christopher Murney
Christopher Nicholas Smith
Christopher Plummer
Christopher Reeve
Christopher Reid
Christopher Senyonjo
Christopher Shea
Christopher Shyer
Christopher Sommers
Christopher Soren Kelly
Christopher St. John
Christopher Stone
Christopher Walken
Christopher-Robin Street
Christos Stergioglou
Christy Chung
Chuck Bush
Chuck Connors
Chuck McCann
Chuck Norris
Chuck Pfarrer
Chuck Pfeiffer
Chuck Scarborough
Chulpan Khamatova
Chung-Erh Lung
Chunibala Devi
Chyler Leigh
Ciaran Owens
Ciarán Hinds
Ciarán McMenamin
Ciccio Ingrassia
Cicely Tyson
Cillian Murphy
Cindy Cohn
Cindy E. Brolsma
Cindy Manion
Cindy Morgan
Cindy Pickett
Cindy Shui Yu
Cinqué Lee
Cinzia Monreale
Claire Benito
Claire Bloom
Claire Cox
Claire Danes
Claire Du Brey
Claire Forlani
Claire Julien
Claire Keelan
Claire Maurier
Claire Rushbrook
Claire Skinner
Claire Trevor
Clancy Brown
Clara Bow
Clara Pontoppidan
Clara Wettergren
Clare Bullus
Clare Crowhurst
Clare Grogan
Clare Higgins
Clarence Felder
Clarence Gilyard Jr.
Clarence Muse
Clarence Williams III
Clarissa Burt
Clark Duke
Clark Gable
Clark Gregg
Claude Akins
Claude Bessey
Claude Earl Jones
Claude Jade
Claude Jarman Jr.
Claude Lulé
Claude Maki
Claude Rains
Claudette Colbert
Claudia Cardinale
Claudia Christian
Claudia Drake
Claudia Ferri
Claudia Lee
Claudia McNeil
Claudie Blakley
Claudine Auger
Claudine Longet
Claudio Bigagli
Claudio Bisio
Claudio Brook
Claudio Santamaria
Claus Holm
Claus Nissen
Clayne Crawford
Clayton Allen
Clayton Rohner
Clayton Watson
Clea DuVall
Cleavant Derricks
Cleavon Little
Clelia Matania
Clemens Scheitz
Cleo King
Cliff Curtis
Cliff De Young
Cliff Gorman
Cliff Potts
Cliff Robertson
Cliff Saunders
Clifford Bañagale
Clifford Chapin
Clifton Collins Jr.
Clifton James
Clifton Powell
Clifton Webb
Clint Eastwood
Clint Howard
Clinton Leupp
Clive Owen
Clive Russell
Cloris Leachman
Clotilde Courau
Clu Gulager
Clémence Poésy
Clément Harari
Cobie Smulders
Cody McMains
Colby French
Colby Trane
Cole Hauser
Cole Konis
Cole Sprouse
Coleen Gray
Colin Blakely
Colin Clive
Colin Egglesfield
Colin Farrell
Colin Firth
Colin Ford
Colin Friels
Colin Hanks
Colin O'Donoghue
Colin Powell
Colleen Camp
Colleen Clinkenbeard
Colleen Dewhurst
Colleen Haskell
Colleen Rennison
Collin Bernsen
Collin Chou
Colm Feore
Colm Meaney
Colton James
Columbus Short
Common
Compay Segundo
Con O'Neill
Conner Rayburn
Connie Mason
Connie Nielsen
Connie Young
Connor Paolo
Connor Price
Conor Donovan
Conrad Janis
Conrad Veidt
Conrad Vernon
Constance Bennett
Constance Cummings
Constance Jones
Constance Marie
Constance Towers
Consuelo De Haviland
Consuelo Gómez
Cooper Barnes
Cora Witherspoon
Coral Browne
Corbin Allred
Corbin Bernsen
Corey Block
Corey Burton
Corey Feldman
Corey Haim
Corey Johnson
Corey Parker
Cori Gonzalez-Macuer
Corin Redgrave
Corinna Everson
Corinna Harfouch
Corinne Cléry
Cornel Wilde
Cornelia Froboess
Cornelia Otis Skinner
Corrine Brown
Cortney Palm
Cory Booker
Cory Doctorow
Cory Fernandez
Cory Hardrict
Cory Hodges
Cosimo Rega
Costa Botes
Costas Mandylor
Courteney Cox
Courtney B. Vance
Courtney Barilla
Courtney Chase
Courtney Gains
Courtney Love
Courtney Taylor Burness
Courtney Taylor-Taylor
Courtney Thorne-Smith
Craig Anthony Olejnik
Craig Archibald
Craig Berry
Craig Bierko
Craig Ferguson
Craig Gellis
Craig Roberts
Craig Robinson
Craig S. Harper
Craig Sheffer
Craig Smith
Craig T. Nelson
Craig Van Hook
Craig Walker
Craig Ward
Craig Wasson
Craigus R. Johnson
Cress Williams
Crispin Glover
Crissy Rock
Cristina Sánchez Pascual
Crystal Reed
Csaba Czene
Csaba Pindroch
Csongor Kassai
Cuba Gooding Jr.
Cuifen Cao
Cunayou
Curd Jürgens
Curt Bois
Curtis Armstrong
Curtis Benton
Curtis Cotton III
Curtis Gates
Cus D'Amato
Cy Carter
Cybill Shepherd
Cyd Charisse
Cylk Cozart
Cynda Williams
Cyndi Mayo Davis
Cynthia Gibb
Cynthia Leake
Cynthia Myers
Cynthia Nixon
Cynthia Rhodes
Cynthia Stevenson
Cyrielle Clair
Cyril Cusack
Cyril Raffaelli
Cyril Ritchard
Cyril Roy
Cécile De France
Céline Beugnot
D.B. Sweeney
D.C. Pierson
D.R. Anderson
DJ Flava
DJ Qualls
Da Brat
Dabney Coleman
Dae-han Ji
Daeg Faerch
Dagmar Ebbesen
Daisuke Nakazama
Daisuke Ryû
Daisy Donovan
Dakota Blue Richards
Dakota Fanning
Dakota Goyo
Dakota Johnson
Dakota Sage Grant
Dale Dickey
Dale Fuller
Dale Grand
Dale Midkiff
Dale Reeves
Dalia Hernández
Dallas Blanchard
Dallas Roberts
Damaine Radcliff
Dame May Whitty
Damian Chapa
Damian Jewan Lee
Damian Lewis
Damian Young
Damian de Montemas
Damien Garvey
Damien Marzette
Damien Wayne Echols
Damián Alcázar
Damon Martin
Damon Wayans
Dan Ai
Dan Aykroyd
Dan Barrett
Dan Birnbaum
Dan Burns
Dan Byrd
Dan Castellaneta
Dan DiMaggio
Dan Duryea
Dan Fogler
Dan Frazer
Dan Gerrity
Dan Hanlon
Dan Harberts
Dan Hedaya
Dan Hicks
Dan Kearney
Dan Leis
Dan Levy
Dan Mason
Dan Monahan
Dan Montgomery Jr.
Dan Moran
Dan O'Herlihy
Dan Rather
Dan Shor
Dan Wyllie
Dana Andrews
Dana Ashbrook
Dana Carvey
Dana Davis
Dana DeVestern
Dana Delany
Dana Fuchs
Dana Hill
Dana Ivey
Dana Snyder
Dana Stubblefield
Dana Wheeler-Nicholson
Dana Wynter
Dana de Celis
Danai Gurira
Dandan Song
Dane A. Davis
Dane Cook
Dane DeHaan
Dani
Dania Abu-Rmaileh
Dania Ramirez
Daniel Alpert
Daniel Anderson
Daniel Arnaud
Daniel Auteuil
Daniel Baldwin
Daniel Benzali
Daniel Boulanger
Daniel Brocklebank
Daniel Brühl
Daniel Buain
Daniel Caltagirone
Daniel Cauchy
Daniel Chacón
Daniel Craig
Daniel Day-Lewis
Daniel Duval
Daniel Emilfork
Daniel Farber
Daniel Freire
Daniel Giménez Cacho
Daniel Gélin
Daniel Hansen
Daniel Hendler
Daniel Henney
Daniel Henshall
Daniel Hernandez Rodriguez
Daniel Hugh Kelly
Daniel Huttlestone
Daniel Johnston
Daniel Letterle
Daniel Liu
Daniel London
Daniel Matmor
Daniel Mays
Daniel Okrent
Daniel Olbrychski
Daniel Percival
Daniel Pollock
Daniel Prévost
Daniel Radcliffe
Daniel Richter
Daniel Roebuck
Daniel Sarky
Daniel Shalikar
Daniel Stern
Daniel Studi
Daniel Sunjata
Daniel Travis
Daniel York
Daniel Zacapa
Daniela Bianchi
Daniella Kertesz
Danielle Darrieux
Danielle Harris
Danielle Panabaker
Danielle Proulx
Danielle Savre
Danielle Skraastad
Danielle von Zerneck
Danny Aiello
Danny Burstein
Danny DeVito
Danny Denzongpa
Danny Dyer
Danny Elfman
Danny Glover
Danny Hassel
Danny Hoch
Danny Huston
Danny Kaye
Danny Keogh
Danny Lee
Danny Lloyd
Danny Mann
Danny Masterson
Danny McBride
Danny McCarthy
Danny Mulheron
Danny Pintauro
Danny Sapani
Danny Trejo
Danny Zorn
Danuel Pipoly
Dany Boon
Daphne
Daphne Anderson
Daphne Zuniga
Dara Tomanovich
Daran Somers
Darcy Fehr
Darelle 'Dino' Butler
Daria Nicolodi
Daria Strokous
Darien Takle
Dario D'Ambrosi
Darius Rose
Dariusz Biskupski
Darlan Cunha
Darlanne Fluegel
Darleen Asevedo
Darlene Bohorquez
Darnell Williams
Darren McGavin
Darrow Igus
Darryl Cooksey
Darryl Hickman
Darwin Joston
Darwyn Carson
Daryl Hannah
Daryl Sabara
Darío Grandinetti
Dash Mihok
Dato Bakhtadze
Dave Austin
Dave Barthmuss
Dave Bautista
Dave Chappelle
Dave Donaldson
Dave Duffy
Dave Foley
Dave Franco
Dave Goelz
Dave Hoover
Dave Legeno
Dave Matthews
Dave O'Brien
Dave Sheridan
Dave Thomas
Dave Willis
Daveigh Chase
Davenia McFadden
David Alan Grier
David Alford
David Allen Brooks
David Anders
David Andrews
David Andriole
David Ansen
David Arkin
David Arquette
David Aston
David Backus
David Bagby
David Bailie
David Bedella
David Belle
David Bennent
David Bierend
David Birkin
David Blair
David Booth
David Bowie
David Bradley
David Brierly
David Brinkley
David Brisbin
David Calder
David Cale
David Carey
David Carlo
David Carradine
David Caruso
David Chandler
David Chiang
David Chung
David Clennon
David Connolly
David Conrad
David Cronenberg
David Cross
David D'Arcy
David Della Rocco
David Dencik
David Dorfman
David Duchovny
David Eigenberg
David Emge
David Field
David Forman
David Fox
David Friedman
David Gale
David Gallagher
David Graf
David Greenstein
David Gulpilil
David Harbour
David Harris
David Hasselhoff
David Hayman
David Hedison
David Hemblen
David Hemmings
David Henrie
David Herman
David Hess
David Hewlett
David Hoflin
David Horne
David Huddleston
David Huffman
David Hyde Pierce
David Janssen
David Jarvis
David Kagen
David Kato
David Keith
David Kelly
David Koechner
David Koppell
David Kossoff
David Kross
David Kuhn
David Lawrence
David Lee Smith
David Lochary
David Lodge
David Lovering
David Lovgren
David Mann
David Manners
David Margulies
David Marshall Grant
David McCullough
David McKnight
David Milford
David Miller
David Mitchell
David Morrissey
David Morse
David Moscow
David Naughton
David Niven
David O'Hara
David Ogden Stiers
David Oyelowo
David Paetkau
David Patch
David Patrick Kelly
David Paymer
David Proval
David Rawle
David Roper
David Ryall
David Samson
David Schneider
David Schofield
David Schwimmer
David Selby
David Soul
David Spade
David Strathairn
David Suchet
David Sullivan
David Tennant
David The Father Xtravaganza
David Thewlis
David Thornton
David Threlfall
David Tom
David Tomlinson
David Villalpando
David Warbeck
David Warner
David Wayne
David Wenham
David Weston
David Wilmot
David Wood
David Zucker
David de Vries
Davos Hanich
Dawid Ogrodnik
Dawn Didawick
Dawn French
Daws Butler
Dax Flame
Dax Shepard
Dayle Haddon
De'Shawn Washington
De'aundre Bonds
DeForest Kelley
Dean Andrews
Dean Cain
Dean Jagger
Dean Jones
Dean Lennox Kelly
Dean Martin
Dean Norris
Dean R. Brooks
Dean Shek
Dean Stockwell
Dean Wein
Deanna Bond
Deannie Yip
Debbie Harry
Debbie Muller
Debbie Reynolds
Debby Bishop
Debby Lynn Ross
Debi Mazar
Debora Guetta
Deborah Aquila
Deborah Foreman
Deborah Kara Unger
Deborah Kerr
Deborah Loomis
Deborah Raffin
Deborah Rush
Deborah Shelton
Deborah Theaker
Deborah Twiss
Debra De Liso
Debra Messing
Debra Paget
Debra Winger
Declan Hannigan
Dee Bradley Baker
Dee Dee Ramone
Dee Hepburn
Dee Wallace
Deems Taylor
Deepak Chopra
Deepika Padukone
Deezer D
Deirdre O'Connell
Dejan Cukic
Del Moore
Del Negro
Delbert Ward
Delle Bolton
Delphine Chanéac
Delphine French
Delphine Schiltz
Delphine Seyrig
Delroy Lindo
Demetre Georgalas
Demetri Martin
Demetrice Cheathon
Demi Lovato
Demi Moore
Demian Slade
Demián Bichir
Dendrie Taylor
Denholm Elliott
Deni Bonet
Denis Bourguignon
Denis Lavant
Denis Lawson
Denis Leary
Denis O'Hare
Denise Crosby
Denise Dowse
Denise Richards
Dennis Alexio
Dennis Boutsikaris
Dennis Chan
Dennis Christopher
Dennis Coffey
Dennis Dugan
Dennis Dun
Dennis Farina
Dennis Franz
Dennis Haysbert
Dennis Hopper
Dennis Liu
Dennis Miller
Dennis Morgan
Dennis Price
Dennis Quaid
Dennis Rodman
Dennis Storhøi
Dennis Weaver
Dennis Wilson
Denny Doherty
Denzel Washington
Denzel Whitaker
Deobia Oparei
Dequina Moore
Derek Ambrosi
Derek Francis
Derek Hutchinson
Derek Jacobi
Derek Jeter
Derek Keurvorst
Derek Luke
Derek Richardson
Derek de Lint
Dermot Mulroney
Des McAleer
Desmond Askew
Desmond Dube
Desmond Harrington
Desmond Tester
Despina Tomazani
Dev Patel
Devid Striesow
Devin Brochu
Devin Ratray
Devon Anderson
Devon Aoki
Devon Dixon
Devon Gummersall
Devon Sawa
Dewayne Chupp
Dexter Fletcher
Dexter Gordon
Dey Young
Dhritiman Chatterjee
Diahnne Abbott
Dian Bachar
Diana Davis
Diana Kent
Diana Mariscal
Diana Peñalver
Diana Rice
Diana Rigg
Diana Ross
Diana Sands
Diana Scarwid
Diane Adelson
Diane Baker
Diane Cilento
Diane Clare
Diane Keaton
Diane Kruger
Diane Ladd
Diane Lane
Diane Salinger
Diane Varsi
Diane Venora
Dianna Agron
Dianne Wiest
Diarmuid Noyes
Dick Cheney
Dick Clark
Dick Clay
Dick Emery
Dick Foran
Dick Kangas
Dick Miller
Dick Mingalone
Dick Powell
Dick Rude
Dick Sargent
Dick Van Dyke
Dick Wei
Dick York
Dickie Gravois
Didier Pain
Diedrich Bader
Diego Abatantuono
Diego Boneta
Diego Klattenhoff
Diego Luna
Diego Peretti
Diego Sieres
Diem Kieu
Dierdre Lewis
Dieter Berner
Dieter Dengler
Dieter Landuris
Dieter Laser
Dileep Rao
Dilip Mehta
Dina Korzun
Dina Merrill
Dina Meyer
Dina Spybey-Waters
Dinah Sheridan
Dion Beebe
Dirk Bogarde
Dita Parlo
Diva Gray
Divine
Djiby Soumare
Djimon Hounsou
Dmitriy Dyuzhev
Do Thi Hai Yen
Docs Keepin Time
Dolly Parton
Dolly Read
Dolly Scal
Dolores Costello
Dolores Fuller
Dolores Moran
Dolph Lundgren
Dom DeLuise
Domhnall Gleeson
Dominic Cooper
Dominic Dierkes
Dominic Monaghan
Dominic Philie
Dominic Purcell
Dominic West
Dominick Brascia
Dominik Michon-Dagenais
Dominique Blanc
Dominique Blanchar
Dominique Dunne
Dominique Frot
Dominique Horwitz
Dominique McElligott
Dominique Pinon
Dominique Sanda
Dominique Swain
Domiziana Giordano
Domonkos Németh
Don Alder
Don Ameche
Don Baker
Don Billett
Don Brodie
Don Calfa
Don Cheadle
Don Diamond
Don Francks
Don Gordon
Don Harvey
Don Hertzfeldt
Don Johnson
Don King
Don Knotts
Don McKellar
Don McManus
Don Murray
Don Pardo
Don Pedro Colley
Don Porter
Don Rickles
Don Steele
Don Stroud
Don Taylor
Don Thompson
Donal Logue
Donald Crisp
Donald Crowhurst
Donald F. Muhich
Donald Gibb
Donald Glover
Donald Holden
Donald Moffat
Donald O'Connor
Donald Pleasence
Donald Sinden
Donald Sutherland
Donald Wiegert
Donald Williams
Donald Wolfit
Donatas Banionis
Dong-gun Jang
Donna Akersten
Donna DeLory
Donna Dixon
Donna Maldonado
Donna Mills
Donna Mitchell
Donna Murphy
Donna Reed
Donnie Wahlberg
Donnie Yen
Donny Alamsyah
Donovan Leitch Jr.
Donzaleigh Abernathy
Doona Bae
Dora Luz
Dora van der Groen
Dori Whitaker
Dorian Corey
Dorian Gray
Dorian Missick
Doris Day
Doris Nolan
Dorje Sherpa
Dororthy Thorton
Dorota Stalinska
Dorothy Comingore
Dorothy D'Eletto
Dorothy Dandridge
Dorothy Duffy
Dorothy Lamour
Dorothy Malone
Dorothy McGuire
Dorothy Provine
Dorothy Short
Dorothy Tristan
Dorsey Wright
Doudou Gueye Thiaw
Doug Bradley
Doug E. Doug
Doug Erholtz
Doug Jones
Doug MacAyeal
Doug McClure
Doug McGrath
Doug McKeon
Doug Sweetland
Dougie McConnell
Douglas Bisset
Douglas Dalton
Douglas Dick
Douglas Fairbanks
Douglas Fairbanks Jr.
Douglas Henshall
Douglas Keay
Douglas Seale
Douglas Silva
Douglas Smith
Douglas Spencer
Douglas Wilmer
Dougray Scott
Dragon
Drake Bell
Drake Cook
Drew Barrymore
Drum Wolf
Duane Jones
Dudley Digges
Dudley Moore
Dudley Sutton
Dudley Thomas
Duk-moon Choi
Duke Moore
Duncan MacKechnie
Duncan MacNeil
Duncan Regehr
Dustin Bollinger
Dustin Fitzsimons
Dustin Hoffman
Dwayne Hickman
Dwayne Johnson
Dwight D. Eisenhower
Dwight Frye
Dwight Henry
Dwight Slade
Dwight Yoakam
Dyan Cannon
Dyana Ortelli
Dyanne Thorne
Dylan Baker
Dylan Bruno
Dylan Cole
Dylan McDermott
Dylan Moran
Dylan O'Brien
Dylan Smith
Dylan Walsh
Débora Bloch
Déborah François
E. Randol Schoenberg
E.E. Clive
E.G. Marshall
Eamon Pirruccello
Eamonn Owens
Eamonn Walker
Eanna MacLiam
Earl Rowe
Eartha Kitt
Ebon Moss-Bachrach
Ed Baker
Ed Begley
Ed Begley Jr.
Ed Berke
Ed Bernard
Ed E. Carroll
Ed Flanders
Ed Gale
Ed Harris
Ed Helms
Ed Kross
Ed Lauter
Ed O'Neill
Ed O'Ross
Ed Powers
Ed Speleers
Ed Stoppard
Ed Viesturs
Ed Wynn
Edda Hogancamp
Edda Köchl
Eddie 'Rochester' Anderson
Eddie Albert
Eddie Baroo
Eddie Barth
Eddie Bracken
Eddie Byrne
Eddie Campbell
Eddie Cibrian
Eddie Constantine
Eddie Daniels
Eddie Deezen
Eddie Firestone
Eddie Griffin
Eddie Izzard
Eddie Jemison
Eddie Kaye Thomas
Eddie Marsan
Eddie Murphy
Eddie Redmayne
Eddie Velez
Edgar Buchanan
Edgar Ramírez
Edie Adams
Edie Falco
Edith 'Little Edie' Bouvier Beale
Edith Atwater
Edith Barrett
Edith Bouvier Beale
Edith Evanson
Edith Massey
Edith Meeks
Edith Scob
Editta Sherman
Edmond O'Brien
Edmund Breon
Edmund Gwenn
Edmund MacDonald
Edmund McMillen
Edmund Moeschke
Edna Best
Edna May Oliver
Edna Pendleton
Edna Purviance
Eduardo Blanco
Eduardo Noriega
Edward Albert
Edward Andrews
Edward Arnold
Edward Ashley
Edward Asner
Edward Austin Kelly
Edward Binns
Edward Brophy
Edward Burns
Edward Clements
Edward Everett Horton
Edward Fox
Edward Furlong
Edward G. Robinson
Edward Herrmann
Edward Hibbert
Edward Hogg
Edward James Olmos
Edward Norton
Edward Snowden
Edward Woodall
Edward Woods
Edward Woodward
Edwin Apps
Edwin Hodge
Edwin Jerome
Eetu Hilkamo
Efrem Zimbalist Jr.
Efren Ramirez
Eihi Shiina
Eiji Okada
Eiko Masuyama
Eiko Matsuda
Eiko Miyoshi
Eileen Atkins
Eileen Brennan
Eileen Davies
Eileen Essell
Eileen Heckart
Eileen Herlie
Eileen Pedde
Eileen Ryan
Eilidh Rankin
Eion Bailey
Eitarô Shindô
Eivind Sander
Ekachai Buranapanit
El Hedi ben Salem
Elaine Bly
